SEQ	Code	Version	Class_Kind	Usage_Kind	Super_Class	Label	REF	Children_count	Descendant_count	PATH
3408	H11.0	2019	category		H11	Pterygium		0	0	ICD10 2019~VII~H10-H13~H11
3409	H11.1	2019	category		H11	Conjunctival degenerations and deposits		0	0	ICD10 2019~VII~H10-H13~H11
3410	H11.2	2019	category		H11	Conjunctival scars		0	0	ICD10 2019~VII~H10-H13~H11
3411	H11.3	2019	category		H11	Conjunctival haemorrhage		0	0	ICD10 2019~VII~H10-H13~H11
3412	H11.4	2019	category		H11	Other conjunctival vascular disorders and cysts		0	0	ICD10 2019~VII~H10-H13~H11
3413	H11.8	2019	category		H11	Other specified disorders of conjunctiva		0	0	ICD10 2019~VII~H10-H13~H11
3414	H11.9	2019	category		H11	Disorder of conjunctiva, unspecified		0	0	ICD10 2019~VII~H10-H13~H11
3415	H13	2019	category	aster	H10-H13	Disorders of conjunctiva in diseases classified elsewhere		5	0	ICD10 2019~VII~H10-H13
3416	H13.0	2019	category	aster	H13	Filarial infection of conjunctiva	B74.-&dagger;	0	0	ICD10 2019~VII~H10-H13~H13
3417	H13.1	2019	category	aster	H13	Conjunctivitis in infectious and parasitic diseases classified elsewhere		0	0	ICD10 2019~VII~H10-H13~H13
3418	H13.2	2019	category	aster	H13	Conjunctivitis in other diseases classified elsewhere		0	0	ICD10 2019~VII~H10-H13~H13
3419	H13.3	2019	category	aster	H13	Ocular pemphigoid	L12.-&dagger;	0	0	ICD10 2019~VII~H10-H13~H13
3420	H13.8	2019	category	aster	H13	Other disorders of conjunctiva in diseases classified elsewhere		0	0	ICD10 2019~VII~H10-H13~H13
3421	H15-H22	2019	block		VII	Disorders of sclera, cornea, iris and ciliary body		8	0	ICD10 2019~VII
3422	H15	2019	category		H15-H22	Disorders of sclera		4	0	ICD10 2019~VII~H15-H22
3423	H15.0	2019	category		H15	Scleritis		0	0	ICD10 2019~VII~H15-H22~H15
3424	H15.1	2019	category		H15	Episcleritis		0	0	ICD10 2019~VII~H15-H22~H15
3425	H15.8	2019	category		H15	Other disorders of sclera		0	0	ICD10 2019~VII~H15-H22~H15
3426	H15.9	2019	category		H15	Disorder of sclera, unspecified		0	0	ICD10 2019~VII~H15-H22~H15
3427	H16	2019	category		H15-H22	Keratitis		7	0	ICD10 2019~VII~H15-H22
3428	H16.0	2019	category		H16	Corneal ulcer		0	0	ICD10 2019~VII~H15-H22~H16
3429	H16.1	2019	category		H16	Other superficial keratitis without conjunctivitis		0	0	ICD10 2019~VII~H15-H22~H16
3430	H16.2	2019	category		H16	Keratoconjunctivitis		0	0	ICD10 2019~VII~H15-H22~H16
3431	H16.3	2019	category		H16	Interstitial and deep keratitis		0	0	ICD10 2019~VII~H15-H22~H16
3432	H16.4	2019	category		H16	Corneal neovascularization		0	0	ICD10 2019~VII~H15-H22~H16
3433	H16.8	2019	category		H16	Other keratitis		0	0	ICD10 2019~VII~H15-H22~H16
3434	H16.9	2019	category		H16	Keratitis, unspecified		0	0	ICD10 2019~VII~H15-H22~H16
3435	H17	2019	category		H15-H22	Corneal scars and opacities		4	0	ICD10 2019~VII~H15-H22
3436	H17.0	2019	category		H17	Adherent leukoma		0	0	ICD10 2019~VII~H15-H22~H17
3437	H17.1	2019	category		H17	Other central corneal opacity		0	0	ICD10 2019~VII~H15-H22~H17
3438	H17.8	2019	category		H17	Other corneal scars and opacities		0	0	ICD10 2019~VII~H15-H22~H17
3439	H17.9	2019	category		H17	Corneal scar and opacity, unspecified		0	0	ICD10 2019~VII~H15-H22~H17
3440	H18	2019	category		H15-H22	Other disorders of cornea		10	0	ICD10 2019~VII~H15-H22
3441	H18.0	2019	category		H18	Corneal pigmentations and deposits		0	0	ICD10 2019~VII~H15-H22~H18
3442	H18.1	2019	category		H18	Bullous keratopathy		0	0	ICD10 2019~VII~H15-H22~H18
3443	H18.2	2019	category		H18	Other corneal oedema		0	0	ICD10 2019~VII~H15-H22~H18
3444	H18.3	2019	category		H18	Changes in corneal membranes		0	0	ICD10 2019~VII~H15-H22~H18
3445	H18.4	2019	category		H18	Corneal degeneration		0	0	ICD10 2019~VII~H15-H22~H18
3446	H18.5	2019	category		H18	Hereditary corneal dystrophies		0	0	ICD10 2019~VII~H15-H22~H18
3447	H18.6	2019	category		H18	Keratoconus		0	0	ICD10 2019~VII~H15-H22~H18
3448	H18.7	2019	category		H18	Other corneal deformities		0	0	ICD10 2019~VII~H15-H22~H18
3449	H18.8	2019	category		H18	Other specified disorders of cornea		0	0	ICD10 2019~VII~H15-H22~H18
3450	H18.9	2019	category		H18	Disorder of cornea, unspecified		0	0	ICD10 2019~VII~H15-H22~H18
3451	H19	2019	category	aster	H15-H22	Disorders of sclera and cornea in diseases classified elsewhere		5	0	ICD10 2019~VII~H15-H22
3452	H19.0	2019	category	aster	H19	Scleritis and episcleritis in diseases classified elsewhere		0	0	ICD10 2019~VII~H15-H22~H19
3453	H19.1	2019	category	aster	H19	Herpesviral keratitis and keratoconjunctivitis	B00.5&dagger;	0	0	ICD10 2019~VII~H15-H22~H19
3454	H19.2	2019	category	aster	H19	Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere		0	0	ICD10 2019~VII~H15-H22~H19
3455	H19.3	2019	category	aster	H19	Keratitis and keratoconjunctivitis in other diseases classified elsewhere		0	0	ICD10 2019~VII~H15-H22~H19
3456	H19.8	2019	category	aster	H19	Other disorders of sclera and cornea in diseases classified elsewhere		0	0	ICD10 2019~VII~H15-H22~H19
3457	H20	2019	category		H15-H22	Iridocyclitis		5	0	ICD10 2019~VII~H15-H22
3458	H20.0	2019	category		H20	Acute and subacute iridocyclitis		0	0	ICD10 2019~VII~H15-H22~H20
3459	H20.1	2019	category		H20	Chronic iridocyclitis		0	0	ICD10 2019~VII~H15-H22~H20
3460	H20.2	2019	category		H20	Lens-induced iridocyclitis		0	0	ICD10 2019~VII~H15-H22~H20
3461	H20.8	2019	category		H20	Other iridocyclitis		0	0	ICD10 2019~VII~H15-H22~H20
3462	H20.9	2019	category		H20	Iridocyclitis, unspecified		0	0	ICD10 2019~VII~H15-H22~H20
3463	H21	2019	category		H15-H22	Other disorders of iris and ciliary body		8	0	ICD10 2019~VII~H15-H22
3464	H21.0	2019	category		H21	Hyphaema		0	0	ICD10 2019~VII~H15-H22~H21
3465	H21.1	2019	category		H21	Other vascular disorders of iris and ciliary body		0	0	ICD10 2019~VII~H15-H22~H21
3466	H21.2	2019	category		H21	Degeneration of iris and ciliary body		0	0	ICD10 2019~VII~H15-H22~H21
3467	H21.3	2019	category		H21	Cyst of iris, ciliary body and anterior chamber		0	0	ICD10 2019~VII~H15-H22~H21
3468	H21.4	2019	category		H21	Pupillary membranes		0	0	ICD10 2019~VII~H15-H22~H21
3469	H21.5	2019	category		H21	Other adhesions and disruptions of iris and ciliary body		0	0	ICD10 2019~VII~H15-H22~H21
3470	H21.8	2019	category		H21	Other specified disorders of iris and ciliary body		0	0	ICD10 2019~VII~H15-H22~H21
3471	H21.9	2019	category		H21	Disorder of iris and ciliary body, unspecified		0	0	ICD10 2019~VII~H15-H22~H21
3472	H22	2019	category	aster	H15-H22	Disorders of iris and ciliary body in diseases classified elsewhere		3	0	ICD10 2019~VII~H15-H22
3473	H22.0	2019	category	aster	H22	Iridocyclitis in infectious and parasitic diseases classified elsewhere		0	0	ICD10 2019~VII~H15-H22~H22
3474	H22.1	2019	category	aster	H22	Iridocyclitis in other diseases classified elsewhere		0	0	ICD10 2019~VII~H15-H22~H22
3475	H22.8	2019	category	aster	H22	Other disorders of iris and ciliary body in diseases classified elsewhere		0	0	ICD10 2019~VII~H15-H22~H22
3476	H25-H28	2019	block		VII	Disorders of lens		4	0	ICD10 2019~VII
3477	H25	2019	category		H25-H28	Senile cataract		5	0	ICD10 2019~VII~H25-H28
3478	H25.0	2019	category		H25	Senile incipient cataract		0	0	ICD10 2019~VII~H25-H28~H25
3479	H25.1	2019	category		H25	Senile nuclear cataract		0	0	ICD10 2019~VII~H25-H28~H25
3480	H25.2	2019	category		H25	Senile cataract, morgagnian type		0	0	ICD10 2019~VII~H25-H28~H25
3481	H25.8	2019	category		H25	Other senile cataract		0	0	ICD10 2019~VII~H25-H28~H25
3482	H25.9	2019	category		H25	Senile cataract, unspecified		0	0	ICD10 2019~VII~H25-H28~H25
3483	H26	2019	category		H25-H28	Other cataract		7	0	ICD10 2019~VII~H25-H28
3484	H26.0	2019	category		H26	Infantile, juvenile and presenile cataract		0	0	ICD10 2019~VII~H25-H28~H26
3485	H26.1	2019	category		H26	Traumatic cataract		0	0	ICD10 2019~VII~H25-H28~H26
3486	H26.2	2019	category		H26	Complicated cataract		0	0	ICD10 2019~VII~H25-H28~H26
3487	H26.3	2019	category		H26	Drug-induced cataract		0	0	ICD10 2019~VII~H25-H28~H26
3488	H26.4	2019	category		H26	After-cataract		0	0	ICD10 2019~VII~H25-H28~H26
3489	H26.8	2019	category		H26	Other specified cataract		0	0	ICD10 2019~VII~H25-H28~H26
3490	H26.9	2019	category		H26	Cataract, unspecified		0	0	ICD10 2019~VII~H25-H28~H26
3491	H27	2019	category		H25-H28	Other disorders of lens		4	0	ICD10 2019~VII~H25-H28
3492	H27.0	2019	category		H27	Aphakia		0	0	ICD10 2019~VII~H25-H28~H27
3493	H27.1	2019	category		H27	Dislocation of lens		0	0	ICD10 2019~VII~H25-H28~H27
3494	H27.8	2019	category		H27	Other specified disorders of lens		0	0	ICD10 2019~VII~H25-H28~H27
3495	H27.9	2019	category		H27	Disorder of lens, unspecified		0	0	ICD10 2019~VII~H25-H28~H27
3496	H28	2019	category	aster	H25-H28	Cataract and other disorders of lens in diseases classified elsewhere		4	0	ICD10 2019~VII~H25-H28
3497	H28.0	2019	category	aster	H28	Diabetic cataract	E10-E14 with common fourth character .3&dagger;	0	0	ICD10 2019~VII~H25-H28~H28
3498	H28.1	2019	category	aster	H28	Cataract in other endocrine, nutritional and metabolic diseases		0	0	ICD10 2019~VII~H25-H28~H28
3499	H28.2	2019	category	aster	H28	Cataract in other diseases classified elsewhere		0	0	ICD10 2019~VII~H25-H28~H28
3500	H28.8	2019	category	aster	H28	Other disorders of lens in diseases classified elsewhere		0	0	ICD10 2019~VII~H25-H28~H28
3501	H30-H36	2019	block		VII	Disorders of choroid and retina		7	0	ICD10 2019~VII
3502	H30	2019	category		H30-H36	Chorioretinal inflammation		5	0	ICD10 2019~VII~H30-H36
3503	H30.0	2019	category		H30	Focal chorioretinal inflammation		0	0	ICD10 2019~VII~H30-H36~H30
3504	H30.1	2019	category		H30	Disseminated chorioretinal inflammation		0	0	ICD10 2019~VII~H30-H36~H30
3505	H30.2	2019	category		H30	Posterior cyclitis		0	0	ICD10 2019~VII~H30-H36~H30
3506	H30.8	2019	category		H30	Other chorioretinal inflammations		0	0	ICD10 2019~VII~H30-H36~H30
3507	H30.9	2019	category		H30	Chorioretinal inflammation, unspecified		0	0	ICD10 2019~VII~H30-H36~H30
3508	H31	2019	category		H30-H36	Other disorders of choroid		7	0	ICD10 2019~VII~H30-H36
3509	H31.0	2019	category		H31	Chorioretinal scars		0	0	ICD10 2019~VII~H30-H36~H31
3510	H31.1	2019	category		H31	Choroidal degeneration		0	0	ICD10 2019~VII~H30-H36~H31
3511	H31.2	2019	category		H31	Hereditary choroidal dystrophy		0	0	ICD10 2019~VII~H30-H36~H31
3512	H31.3	2019	category		H31	Choroidal haemorrhage and rupture		0	0	ICD10 2019~VII~H30-H36~H31
3513	H31.4	2019	category		H31	Choroidal detachment		0	0	ICD10 2019~VII~H30-H36~H31
3514	H31.8	2019	category		H31	Other specified disorders of choroid		0	0	ICD10 2019~VII~H30-H36~H31
3515	H31.9	2019	category		H31	Disorder of choroid, unspecified		0	0	ICD10 2019~VII~H30-H36~H31
3516	H32	2019	category	aster	H30-H36	Chorioretinal disorders in diseases classified elsewhere		2	0	ICD10 2019~VII~H30-H36
3517	H32.0	2019	category	aster	H32	Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere		0	0	ICD10 2019~VII~H30-H36~H32
3518	H32.8	2019	category	aster	H32	Other chorioretinal disorders in diseases classified elsewhere		0	0	ICD10 2019~VII~H30-H36~H32
3519	H33	2019	category		H30-H36	Retinal detachments and breaks		6	0	ICD10 2019~VII~H30-H36
3520	H33.0	2019	category		H33	Retinal detachment with retinal break		0	0	ICD10 2019~VII~H30-H36~H33
3521	H33.1	2019	category		H33	Retinoschisis and retinal cysts		0	0	ICD10 2019~VII~H30-H36~H33
3522	H33.2	2019	category		H33	Serous retinal detachment		0	0	ICD10 2019~VII~H30-H36~H33
3523	H33.3	2019	category		H33	Retinal breaks without detachment		0	0	ICD10 2019~VII~H30-H36~H33
3524	H33.4	2019	category		H33	Traction detachment of retina		0	0	ICD10 2019~VII~H30-H36~H33
3525	H33.5	2019	category		H33	Other retinal detachments		0	0	ICD10 2019~VII~H30-H36~H33
3526	H34	2019	category		H30-H36	Retinal vascular occlusions		5	0	ICD10 2019~VII~H30-H36
3527	H34.0	2019	category		H34	Transient retinal artery occlusion		0	0	ICD10 2019~VII~H30-H36~H34
3528	H34.1	2019	category		H34	Central retinal artery occlusion		0	0	ICD10 2019~VII~H30-H36~H34
3529	H34.2	2019	category		H34	Other retinal artery occlusions		0	0	ICD10 2019~VII~H30-H36~H34
3530	H34.8	2019	category		H34	Other retinal vascular occlusions		0	0	ICD10 2019~VII~H30-H36~H34
3531	H34.9	2019	category		H34	Retinal vascular occlusion, unspecified		0	0	ICD10 2019~VII~H30-H36~H34
3532	H35	2019	category		H30-H36	Other retinal disorders		10	0	ICD10 2019~VII~H30-H36
3533	H35.0	2019	category		H35	Background retinopathy and retinal vascular changes		0	0	ICD10 2019~VII~H30-H36~H35
3534	H35.1	2019	category		H35	Retinopathy of prematurity		0	0	ICD10 2019~VII~H30-H36~H35
3535	H35.2	2019	category		H35	Other proliferative retinopathy		0	0	ICD10 2019~VII~H30-H36~H35
3536	H35.3	2019	category		H35	Degeneration of macula and posterior pole		0	0	ICD10 2019~VII~H30-H36~H35
3537	H35.4	2019	category		H35	Peripheral retinal degeneration		0	0	ICD10 2019~VII~H30-H36~H35
3538	H35.5	2019	category		H35	Hereditary retinal dystrophy		0	0	ICD10 2019~VII~H30-H36~H35
3539	H35.6	2019	category		H35	Retinal haemorrhage		0	0	ICD10 2019~VII~H30-H36~H35
3540	H35.7	2019	category		H35	Separation of retinal layers		0	0	ICD10 2019~VII~H30-H36~H35
3541	H35.8	2019	category		H35	Other specified retinal disorders		0	0	ICD10 2019~VII~H30-H36~H35
3542	H35.9	2019	category		H35	Retinal disorder, unspecified		0	0	ICD10 2019~VII~H30-H36~H35
3543	H36	2019	category	aster	H30-H36	Retinal disorders in diseases classified elsewhere		2	0	ICD10 2019~VII~H30-H36
3544	H36.0	2019	category	aster	H36	Diabetic retinopathy	E10-E14 with common fourth character .3&dagger;	0	0	ICD10 2019~VII~H30-H36~H36
3545	H36.8	2019	category	aster	H36	Other retinal disorders in diseases classified elsewhere		0	0	ICD10 2019~VII~H30-H36~H36
3546	H40-H42	2019	block		VII	Glaucoma		2	0	ICD10 2019~VII
3547	H40	2019	category		H40-H42	Glaucoma		9	0	ICD10 2019~VII~H40-H42
3548	H40.0	2019	category		H40	Glaucoma suspect		0	0	ICD10 2019~VII~H40-H42~H40
3549	H40.1	2019	category		H40	Primary open-angle glaucoma		0	0	ICD10 2019~VII~H40-H42~H40
3550	H40.2	2019	category		H40	Primary angle-closure glaucoma		0	0	ICD10 2019~VII~H40-H42~H40
3551	H40.3	2019	category		H40	Glaucoma secondary to eye trauma		0	0	ICD10 2019~VII~H40-H42~H40
3552	H40.4	2019	category		H40	Glaucoma secondary to eye inflammation		0	0	ICD10 2019~VII~H40-H42~H40
3553	H40.5	2019	category		H40	Glaucoma secondary to other eye disorders		0	0	ICD10 2019~VII~H40-H42~H40
3554	H40.6	2019	category		H40	Glaucoma secondary to drugs		0	0	ICD10 2019~VII~H40-H42~H40
3555	H40.8	2019	category		H40	Other glaucoma		0	0	ICD10 2019~VII~H40-H42~H40
3556	H40.9	2019	category		H40	Glaucoma, unspecified		0	0	ICD10 2019~VII~H40-H42~H40
3557	H42	2019	category	aster	H40-H42	Glaucoma in diseases classified elsewhere		2	0	ICD10 2019~VII~H40-H42
3558	H42.0	2019	category	aster	H42	Glaucoma in endocrine, nutritional and metabolic diseases		0	0	ICD10 2019~VII~H40-H42~H42
3559	H42.8	2019	category	aster	H42	Glaucoma in other diseases classified elsewhere		0	0	ICD10 2019~VII~H40-H42~H42
3560	H43-H45	2019	block		VII	Disorders of vitreous body and globe		3	0	ICD10 2019~VII
3561	H43	2019	category		H43-H45	Disorders of vitreous body		6	0	ICD10 2019~VII~H43-H45
3562	H43.0	2019	category		H43	Vitreous prolapse		0	0	ICD10 2019~VII~H43-H45~H43
3563	H43.1	2019	category		H43	Vitreous haemorrhage		0	0	ICD10 2019~VII~H43-H45~H43
3564	H43.2	2019	category		H43	Crystalline deposits in vitreous body		0	0	ICD10 2019~VII~H43-H45~H43
3565	H43.3	2019	category		H43	Other vitreous opacities		0	0	ICD10 2019~VII~H43-H45~H43
3566	H43.8	2019	category		H43	Other disorders of vitreous body		0	0	ICD10 2019~VII~H43-H45~H43
3567	H43.9	2019	category		H43	Disorder of vitreous body, unspecified		0	0	ICD10 2019~VII~H43-H45~H43
3568	H44	2019	category		H43-H45	Disorders of globe		10	0	ICD10 2019~VII~H43-H45
3569	H44.0	2019	category		H44	Purulent endophthalmitis		0	0	ICD10 2019~VII~H43-H45~H44
3570	H44.1	2019	category		H44	Other endophthalmitis		0	0	ICD10 2019~VII~H43-H45~H44
3571	H44.2	2019	category		H44	Degenerative myopia		0	0	ICD10 2019~VII~H43-H45~H44
3572	H44.3	2019	category		H44	Other degenerative disorders of globe		0	0	ICD10 2019~VII~H43-H45~H44
3573	H44.4	2019	category		H44	Hypotony of eye		0	0	ICD10 2019~VII~H43-H45~H44
3574	H44.5	2019	category		H44	Degenerated conditions of globe		0	0	ICD10 2019~VII~H43-H45~H44
3575	H44.6	2019	category		H44	Retained (old) intraocular foreign body, magnetic		0	0	ICD10 2019~VII~H43-H45~H44
3576	H44.7	2019	category		H44	Retained (old) intraocular foreign body, nonmagnetic		0	0	ICD10 2019~VII~H43-H45~H44
3577	H44.8	2019	category		H44	Other disorders of globe		0	0	ICD10 2019~VII~H43-H45~H44
3578	H44.9	2019	category		H44	Disorder of globe, unspecified		0	0	ICD10 2019~VII~H43-H45~H44
3579	H45	2019	category	aster	H43-H45	Disorders of vitreous body and globe in diseases classified elsewhere		3	0	ICD10 2019~VII~H43-H45
3580	H45.0	2019	category	aster	H45	Vitreous haemorrhage in diseases classified elsewhere		0	0	ICD10 2019~VII~H43-H45~H45
3581	H45.1	2019	category	aster	H45	Endophthalmitis in diseases classified elsewhere		0	0	ICD10 2019~VII~H43-H45~H45
3582	H45.8	2019	category	aster	H45	Other disorders of vitreous body and globe in diseases classified elsewhere		0	0	ICD10 2019~VII~H43-H45~H45
3583	H46-H48	2019	block		VII	Disorders of optic nerve and visual pathways		3	0	ICD10 2019~VII
3584	H46	2019	category		H46-H48	Optic neuritis		0	0	ICD10 2019~VII~H46-H48
3585	H47	2019	category		H46-H48	Other disorders of optic [2nd] nerve and visual pathways		8	0	ICD10 2019~VII~H46-H48
3586	H47.0	2019	category		H47	Disorders of optic nerve, not elsewhere classified		0	0	ICD10 2019~VII~H46-H48~H47
3587	H47.1	2019	category		H47	Papilloedema, unspecified		0	0	ICD10 2019~VII~H46-H48~H47
3588	H47.2	2019	category		H47	Optic atrophy		0	0	ICD10 2019~VII~H46-H48~H47
3589	H47.3	2019	category		H47	Other disorders of optic disc		0	0	ICD10 2019~VII~H46-H48~H47
3590	H47.4	2019	category		H47	Disorders of optic chiasm		0	0	ICD10 2019~VII~H46-H48~H47
3591	H47.5	2019	category		H47	Disorders of other visual pathways		0	0	ICD10 2019~VII~H46-H48~H47
3592	H47.6	2019	category		H47	Disorders of visual cortex		0	0	ICD10 2019~VII~H46-H48~H47
3593	H47.7	2019	category		H47	Disorder of visual pathways, unspecified		0	0	ICD10 2019~VII~H46-H48~H47
3594	H48	2019	category	aster	H46-H48	Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere		3	0	ICD10 2019~VII~H46-H48
3595	H48.0	2019	category	aster	H48	Optic atrophy in diseases classified elsewhere		0	0	ICD10 2019~VII~H46-H48~H48
3596	H48.1	2019	category	aster	H48	Retrobulbar neuritis in diseases classified elsewhere		0	0	ICD10 2019~VII~H46-H48~H48
3597	H48.8	2019	category	aster	H48	Other disorders of optic nerve and visual pathways in diseases classified elsewhere		0	0	ICD10 2019~VII~H46-H48~H48
3598	H49-H52	2019	block		VII	Disorders of ocular muscles, binocular movement, accommodation and refraction		4	0	ICD10 2019~VII
3599	H49	2019	category		H49-H52	Paralytic strabismus		7	0	ICD10 2019~VII~H49-H52
3600	H49.0	2019	category		H49	Third [oculomotor] nerve palsy		0	0	ICD10 2019~VII~H49-H52~H49
3601	H49.1	2019	category		H49	Fourth [trochlear] nerve palsy		0	0	ICD10 2019~VII~H49-H52~H49
3602	H49.2	2019	category		H49	Sixth [abducent] nerve palsy		0	0	ICD10 2019~VII~H49-H52~H49
3603	H49.3	2019	category		H49	Total (external) ophthalmoplegia		0	0	ICD10 2019~VII~H49-H52~H49
3604	H49.4	2019	category		H49	Progressive external ophthalmoplegia		0	0	ICD10 2019~VII~H49-H52~H49
3605	H49.8	2019	category		H49	Other paralytic strabismus		0	0	ICD10 2019~VII~H49-H52~H49
3606	H49.9	2019	category		H49	Paralytic strabismus, unspecified		0	0	ICD10 2019~VII~H49-H52~H49
3607	H50	2019	category		H49-H52	Other strabismus		9	0	ICD10 2019~VII~H49-H52
3608	H50.0	2019	category		H50	Convergent concomitant strabismus		0	0	ICD10 2019~VII~H49-H52~H50
3609	H50.1	2019	category		H50	Divergent concomitant strabismus		0	0	ICD10 2019~VII~H49-H52~H50
3610	H50.2	2019	category		H50	Vertical strabismus		0	0	ICD10 2019~VII~H49-H52~H50
3611	H50.3	2019	category		H50	Intermittent heterotropia		0	0	ICD10 2019~VII~H49-H52~H50
3612	H50.4	2019	category		H50	Other and unspecified heterotropia		0	0	ICD10 2019~VII~H49-H52~H50
3613	H50.5	2019	category		H50	Heterophoria		0	0	ICD10 2019~VII~H49-H52~H50
3614	H50.6	2019	category		H50	Mechanical strabismus		0	0	ICD10 2019~VII~H49-H52~H50
3615	H50.8	2019	category		H50	Other specified strabismus		0	0	ICD10 2019~VII~H49-H52~H50
3616	H50.9	2019	category		H50	Strabismus, unspecified		0	0	ICD10 2019~VII~H49-H52~H50
3617	H51	2019	category		H49-H52	Other disorders of binocular movement		5	0	ICD10 2019~VII~H49-H52
3618	H51.0	2019	category		H51	Palsy of conjugate gaze		0	0	ICD10 2019~VII~H49-H52~H51
